Município;Situação;Âmbito;Valor do Contrato;Contratada;CNPJ da Contratada;Contratante;Ano do Contrato;Descrição da Obra
Pedreira;Em execução  no prazo;MUNICIPAL;1053166,91;FEC CONSTRUCOES E COMERCIO LTDA;54.953.427/000133;PREFEITURA MUNICIPAL DE PEDREIRA;2020;CONTRATAÇÃO DE PESSOA JURIDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA REFORMA DO TEATRO MUNICIPAL MAESTRO JOSÉ DA BANDA LOCALIZADO NA RUA SIQUEIRA CAMPOS 51  CENTRO  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;7200;SERRALHERIA GALLIFABRIN LTDA;11.435.612/000123;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;7800;MARCELO AUGUSTO FRASSON 12896715835;30.817.401/000108;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;7000;RAMON TEIXEIRA 08116344692;31.101.484/000199;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;9500;MICHAEL CESAR ALVES FERREIRA;20.888.507/000130;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;24000;MARCIANO ALVES DE CARVALHO;15.246.799/000178;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;9200;MOIZES BEZERRA DA SILVA FILHO 36260957890;29.658.904/000190;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;15600;LANZA INFRAESTRUTURA LTDA;27.492.249/000118;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;10000;M. C. GUSSON;10.666.737/000100;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;8980,45;ROBSON EDUARDO BARTHOLOMEU 05906870857;26.657.505/000117;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;25440;MARCOS VINICIUS NICIOLI DE OLIVEIRA EMPREITEIRA;27.316.944/000129;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;13800;MARCELO AUGUSTO FRASSON 12896715835;30.817.401/000108;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;23547,74;MARCIANO ALVES DE CARVALHO;15.246.799/000178;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;25000;MARCIANO ALVES DE CARVALHO;15.246.799/000178;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;9870,57;ROBSON EDUARDO BARTHOLOMEU 05906870857;26.657.505/000117;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;12750;SERRALHERIA GALLIFABRIN LTDA;11.435.612/000123;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;12560;SERRALHERIA GALLIFABRIN LTDA;11.435.612/000123;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;648154,93;DJR DE OLIVEIRA LTDA;28.356.611/000196;PREFEITURA MUNICIPAL DE PEDREIRA;2019;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA A CONSTRUÇÃO DE RESERVATÓRIO DE 500 M3 E CASA DE BOMBAS NA RUA ANA FRANCISCA DE OLIVEIRA NO BAIRRO JARDIM ALZIRA NESTE MUNICÍPIO.
Pedreira;Em execução  no prazo;MUNICIPAL;334671,53;CADRE ENGENHARIA LTDA;20.241.810/000147;PREFEITURA MUNICIPAL DE PEDREIRA;2019;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA A CONSTRUÇÃO DE 02 (DUAS) ESTAÇÕES ELEVATÓRIAS DE ESGOTO NO BAIRRO ALTOS DE SANTA CLARA NESTE MUNICÍPIO.
Pedreira;Em execução  no prazo;MUNICIPAL;54113,86;CONSTRUCOES E REFORMAS BAHIA LTDA;21.332.946/000125;PREFEITURA MUNICIPAL DE PEDREIRA;2019;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA A ADAPTAÇÃO DE PRÉDIO PARA ABRIGAR O DEPARTAMENTO DO DETRAN LOCALIZADO NA RUA ADRIANO CORSI Nº 70  VILA SÃO JOSÉ NESTE MUNICÍPIO.
Pedreira;Em execução  no prazo;MUNICIPAL;10305;JOSE VALDINEI DE LIMA 26314777828;97.530.048/000143;PREFEITURA MUNICIPAL DE PEDREIRA;2019;
Pedreira;Em execução  no prazo;MUNICIPAL;1144147,83;NATIELE APARECIDA FERREIRA;15.027.801/000118;PREFEITURA MUNICIPAL DE PEDREIRA;2019;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA A CONSTRUÇÃO DE SISTEMA DE COLETA E AFASTAMENTO DE ESGOTO NA MARGEM DO RIO JAGUARI NESTE MUNICÍPIO.
Pedreira;Em execução  no prazo;MUNICIPAL;61592,89;CHB ENGENHARIA LTDA;22.194.577/000114;PREFEITURA MUNICIPAL DE PEDREIRA;2019;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA A REFORMA DO PRÉDIO DA ANTIGA ESTAÇÃO LOCALIZADO NA PRAÇA CEL JOÃO PEDRO DE GODOY MOREIRA NESTE MUNICÍPIO.
Pedreira;Em execução  no prazo;MUNICIPAL;128202,7;NATIELE APARECIDA FERREIRA;15.027.801/000118;PREFEITURA MUNICIPAL DE PEDREIRA;2019;CONSTRUÇÃO DE REDE DE DISTRIBUIÇÃO DE ÁGUA POTÁVEL NOS LOTEAMENTOS SOL NASCENTE E SÍTIOS DE RECREIO NO BAIRRO ENTRE MONTES LOCALIZADO NESTE MUNICÍPIO COM FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS.
Pedreira;Em execução  no prazo;MUNICIPAL;285465,44;LANZA TERRAPLENAGEM E COMERCIO LTDA;56.035.538/000196;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA A EXECUÇÃO DE SERVIÇOS DE IMPLANTAÇÃO DE GUIAS E SARJETAS PAVIMENTAÇÃO ASFÁLTICA SINALIZAÇÃO VIÁRIA E EXECUÇÃO DE PASSEIO NAS RUAS PD. DONIZETE T. DE LIMA E IVO POLICARPO NO BAIRRO VALE VERDE I LOCALIZADO NESTE MUNICÍPIO.
Pedreira;Em execução  no prazo;MUNICIPAL;280473,21;DJR DE OLIVEIRA LTDA;28.356.611/000196;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA PARA A REFORMA DA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE LOCALIZADA NA RUA HENRIQUETA RONDELO CANESSO NO BAIRRO VILA CANESSO NA CIDADE DE PEDREIRA  SP COM FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS.
Pedreira;Em execução  no prazo;MUNICIPAL;197039,52;NATIELE APARECIDA FERREIRA;15.027.801/000118;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GOLBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA EXECUÇÃO DE SERVIÇOS DE REFORMA E AMPLIAÇÃO DA RODOVIÁRIA LOCALIZADA NA RUA MIGUEL SARKIS  PARQUE INDUSTRIAL  PEDREIRA  SP.
Pedreira;Em execução  no prazo;MUNICIPAL;233676,5;DJR DE OLIVEIRA LTDA;28.356.611/000196;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA CONSTRUÇÃO DE VESTIÁRIO ALAMBRADO E ARQUIBANCADA DO CAMPO  LOCALIZADO NA ESTRADA MUNICIPAL FIORAVANTI CARLOTI  PEDREIRA  SP.
Pedreira;Em execução  no prazo;MUNICIPAL;280135,67;V S M ENGENHARIA LTDA;27.414.591/000108;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA EXECUÇÃO DE SERVIÇOS DE REFORMA DO POSTO DE SAUDE DA FAMILIA MARIA HERRERA LOPES LOCALIZADO NA RUA GUERINO PERON  JARDIM SANTA CLARA  PEDREIRA  SP.
Pedreira;Em execução  no prazo;MUNICIPAL;796072,48;V S M ENGENHARIA LTDA;27.414.591/000108;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GOLBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA EXECUÇÃO DE SERVIÇOS DE REFORMA DO CAPS (CENTRO DE ATENDIMENTO PSICOSOCIAL) LOCALIZADO NA RUA ALAOR PALMA NASCIMENTO ESQ. COM A RUA ODAVILSON UTEMBERGUE  PARQUE INDUSTRIAL  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;477363,24;POIATE & MONTOSA LTDA;19.984.892/000130;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA EXECUÇÃO DE SERVIÇOS DE REFORMA E ADAPTAÇÃO DO PRÉDIO PARA ABRIGAR O CENTRO DE ATENDIMENTO AO TURISTA LOCALIZADO NA AV. WANDERLEY JOSÉ VICENTINI  CENTRO  PEDREIRA  SP.
Pedreira;Em execução  no prazo;MUNICIPAL;124110,55;ERAL EMPREITEIRA LTDA;15.661.020/000180;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA PARA A REFORMA DA PRAÇA RONALDO BARBIM LOCALIZADA NA PRAÇA CORONEL JOÃO PEDRO E AVENIDA WANDERLEY JOSÉ VICENTINI CENTRO  PEDREIRA SP COM FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS.
Pedreira;Em execução  no prazo;MUNICIPAL;132796,89;ERAL EMPREITEIRA LTDA;15.661.020/000180;PREFEITURA MUNICIPAL DE PEDREIRA;2018;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GOLBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA CONSTRUÇÃO DE TERMINAL DE ÔNIBUS E DEMARCAÇÃO DE VAGAS DE ESTACIONAMENTO LOCALIZADO NAS RUAS SIQUEIRA CAMPOS E ANTONIO CASTELO S/Nº  CENTRO  PEDREIRA  SP.
Pedreira;Em execução  no prazo;MUNICIPAL;1718247,1;R.MALUF ENGENHARIA & CONSTRUCOES LTDA;64.141.708/000145;PREFEITURA MUNICIPAL DE PEDREIRA;2017;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MÃO DE OBRA MATERIAIS E EQUIPAMENTOS NECESSÁRIOS) PARA A CONSTRUÇÃO DE CRECHE ESCOLA PADRÃO FDE A SER EDIFICADA NA RUA JOÃO LUIS ALVARENGA S/Nº LOTEAMENTO VALE VERDE I NO MUNICÍPIO DE PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;404809,27;CONSTRUTORA NORBEX LTDA;53.182.432/000127;PREFEITURA MUNICIPAL DE PEDREIRA;2017;EXECUTAR SALDO REMANESCENTE DEVIDO A RESCISÃO CONTRATUAL CUJO OBJETO DO CONTRATO É A CONSTRUÇÃO DE QUADRA ESCOLAR COBERTA COM VESTIÁRIO NA RUA NORMA DE SANTI SARAGIOTTO JARDIM MARAJOARA NO MUNICÍPIO DE PEDREIRA/SP
Pedreira;Em execução  no prazo;MUNICIPAL;2379934,5;SIALDRILL ENGENHARIA E CONSTRUCOES LTDA;08.024.836/000138;SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE PEDREIRA;2021;SUBSTITUIÇÃO PELO METODO NÃO DESTRUTIVO (MND) DAS REDES DE DISTRIBUIÇÃO DE ÁGUA E RAMAIS DE LIGAÇÃO DOS BAIRROS VILA MACEDO SÃO PEDRO E VILA SANTO ANTÔNIO DO MUNICÍPIO DE PEDREIRA
Pedreira;Em execução  no prazo;MUNICIPAL;1978121,31;CADRE ENGENHARIA LTDA;20.241.810/000147;SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE PEDREIRA;2019;CONTRATAÇÃO DE EMPRESA PARA SUBSTITUIÇÃO PELO METODO NÃO DESTRUTIVO (MND) DAS REDES DE DISTRIBUIÇÃO DE ÁGUA E RAMIS DE LIGAÇÃO DOS BAIRROS SÃO JOSÉ E BELA VISTA DO MUNICÍPIO DE PEDREIRASP.
Pedreira;Em execução  no prazo;MUNICIPAL;32542,11;NATIELE APARECIDA FERREIRA;15.027.801/000118;SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE PEDREIRA;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE MÃO DE OBRA MAQUINAS E EQUIPAMENTOS PARA ASSENTAMENTO DE 1.3515 (UM MIL TREZENTOS E CINQUENTA E UM METROS E CINQUENTA CENTIMETRO) CANALETAS DE CONCRETO DE 040 M ASSENTAMENTO DE 660 (SESSENTA E SEIS METROS) DE TUBO DE CONCRETO SIMPLES DE 040 M E IMPLANTAÇÃO DE 17 (DEZESSETE) CAIXA DE PASSAGEM EM ADUELAS DE CONCRETO DE 060 M (CAPTAÇÃO DE ÁGUAPLUVIAL) NA ÁREA INTERNA DO ATERRO SANITÁRIO DE PEDREIRA LOCALIZADO À ESTRADA ESTADUAL SP 9
Pedreira;Em execução  no prazo;MUNICIPAL;125000;GEOTECH  GEOTECNIA AMBIENTAL, CONSULTORIA E PROJETOS LTDA;01.847.195/000172;SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE PEDREIRA;2017;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ESTUDOS TÉCNICOS IMPLANTAÇÃO DE FERRAMENTAS TECNOLÓGICAS (PIEZÔMETROS POÇOS MULTINÍVEL MARCOS GEOTÉCNICOS) PARA CONTROLE E MONITORAMENTO AMBIENTAL (RELATÓRIOS DE MONITORAMENTO DE ÁGUAS SUPERFICIAIS E SUBTERRÂNEAS MARCOS GEOTÉCNICOS PIEZÔMETROS ATUALIZAÇÃO DE PLANTAS E RELATÓRIOS DE ESTABILIDADE DE TALUDES) NO ATERRO SANITÁRIO DO MUNICÍPIO DE PEDREIRASP PARA O COMPLETO ATENDIMENTO DE PARECERES TÉCNICOS DA CETESB Nº 160/IPRS/16 E Nº 122/16/IPRS EM TO
Pedro de Toledo;Em execução  no prazo;MUNICIPAL;18828,34;CONSTRUC CONSTRUTORA LTDA;05.151.933/000101;CÂMARA MUNICIPAL DE PEDRO DE TOLEDO;2018;
Penápolis;Em execução  no prazo;MUNICIPAL;521361;W A R CALDEIRARIA E MONTAGEM INDUSTRIAL LTDA;09.262.919/000128;PREFEITURA MUNICIPAL DE PENÁPOLIS;2024;CONSTITUI OBJETO DO PRESENTE CONTRATO A EXECUÇÃO DE REFORMA PARCIAL DO TERMINAL RODOVIÁRIO MUNICIPAL INCLUINDO O FORNECIMENTO DE MATERIAIS E MÃO DE OBRA NECESSÁRIA PARA A REALIZAÇÃO DOS SERVIÇOS CONFORME CONCORRÊNCIA ELETRÔNICA Nº 025/2024  PROCESSO Nº 161/2024 PELO REGIME DE EMPREITADA POR PREÇO GLOBAL.
Penápolis;Paralisada;MUNICIPAL;565000;OURO MASTER ENGENHARIA LTDA;33.072.509/000107;PREFEITURA MUNICIPAL DE PENÁPOLIS;2024;CONSTITUI OBJETO DO PRESENTE CONTRATO A EXECUÇÃO DE CONSTRUÇÃO DE GALPÕES INDUSTRIAIS UTILIZADOS PARA INCUBADORA DE EMPRESAS INCLUINDO O FORNECIMENTO DE MATERIAIS E MÃO DE OBRA NECESSÁRIA PARA A REALIZAÇÃO DOS SERVIÇOS CONFORME CONCORRÊNCIA ELETRÔNICA Nº 010/2024  PROCESSO Nº 065/2024 PELO REGIME DE EMPREITADA POR PREÇO GLOBAL.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;153101,16;DINIZ PRESTADORA DE SERVICOS LTDA;33.074.786/000140;CÂMARA MUNICIPAL DE PEREIRA BARRETO;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE SERVIÇOS DE REFORMA DO IMÓVEL DA CÂMARA MUNICIPAL DE PEREIRA BARRETO INCLUINDO MATERIAL E MÃO DE OBRA EM CONFORMIDADE COM O MEMORIAL DESCRITIVO E O CRONOGRAMA FÍSICOFINANCEIRO.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;119800;IMPERIO SOLUCOES EM ENGENHARIA LTDA;27.114.017/000126;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2024;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA  PARA EXECUÇÃO DE OBRA DE REFORMA DO PRÉDIO DE ABASTECIMENTO DA SAÚDE  CAS LOCALIZADO NA AVENIDA JONAS ALVES DE MELO Nº 1.970 JARDIM ALVORADA COM FORNECIMENTO DE MATERIAL E MÃODEOBRA DE ACORDO COM AS CONDIÇÕES E QUANTIDADES ESTABELECIDAS NESTE EDITAL E SEUS ANEXOS
Pereira Barreto;Em execução  no prazo;MUNICIPAL;209000;DINIZ PRESTADORA DE SERVICOS LTDA;33.074.786/000140;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2024;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DA OBRA DE CONSTRUÇÃO DE CANIL  ASSOCIAÇÃO DE BEMESTAR E DEFESA ANIMAL COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA  CONFORME PLANILHAS ORÇAMENTÁRIAS MEMORIAIS DESCRITIVOS  CONFORME CONDIÇÕES QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE EDITAL E SEUS ANEXOS.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;6967734,99;JR SANTA FE PAVIMENTACAO E CONSTRUCOES LTDA;65.472.078/000154;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2024;CONSTITUI OBJETO DA PRESENTE LICITAÇÃO A CONTRATAÇÃO DE EMPRESA QUALIFICADA PARA EXECUÇÃO DE OBRAS DE DRENAGEM PAVIMENTAÇÃO ASFÁLTICA RECONSTITUIÇÃO ASFÁLTICA RECAPEAMENTO ASFÁLTICO E SINALIZAÇÃO VIÁRIA COMPREENDENDO TODOS OS MATERIAIS EQUIPAMENTOS E MÃODEOBRA NECESSÁRIOS EM CONFORMIDADE COM OS TERMOS DESTE EDITAL E DE SEUS ANEXOS.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;362867,66;JOAO CARLOS AVELLAR LTDA;36.482.501/000107;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2024;O OBJETO DA PRESENTE LICITAÇÃO É A CONTRATAÇÃO DE EMPRESA DE ENGENHARIA  PARA EXECUÇÃO DE OBRA DE REFORMA E AMPLIAÇÃO DA EMEB HIRAYUKI ENOMOTO COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA. CONFORME PLANILHAS ORÇAMENTÁRIAS MEMORIAIS DESCRITIVOS DE ACORDO COM AS CONDIÇÕES QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE EDITAL E SEUS ANEXOS.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;1768754,36;FSG CONSTRUTORA LTDA;22.547.280/000195;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA COM FORNECIMENTOS DE MATERIAIS  EQUIPAMENTOS E MÃO DE OBRA PARA IMPLANTAÇÃO DE DRENAGEM DE ÁGUAS PLUVIAIS  (MACRO E MICRO) NA RUA FAUZI KASSIM E ADJACÊNCIAS.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;159000;DINIZ PRESTADORA DE SERVICOS LTDA;33.074.786/000140;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2024;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DA OBRA DE CONSTRUÇÃO DA PRAÇA DO CONJUNTO HABITACIONAL AMANDA TRENTIN COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA CONFORME PLANILHAS ORÇAMENTÁRIAS MEMORIAIS DESCRITIVOS E DEMAIS ANEXOS DESTE EDITAL
Pereira Barreto;Em execução  atrasada;MUNICIPAL;3095197,49;JOAO CARLOS AVELLAR LTDA;36.482.501/000107;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2022;EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE CRECHE NA AVENIDA BRASIL SECÇÃO LARANJA AZEDA PRÓXIMA A AVENIDA D.PEDRO II ORIUNDA DO CONVÊNIO SEDUCPCR202101795DM TUDO CONFORME PLANILHA ORÇAMENTÁRIA MEMORIAL DESCRITIVO PROJETO BÁSICO CRONOGRAMA FÍSICOFINANCEIRO E DEMAIS ANEXOS
Pereira Barreto;Em execução  atrasada;MUNICIPAL;3095197,49;JOAO CARLOS AVELLAR LTDA;36.482.501/000107;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2022;EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE CRECHE NA AVENIDA BRASIL SECÇÃO LARANJA AZEDA PRÓXIMA A AVENIDA D.PEDRO II ORIUNDA DO CONVÊNIO SEDUCPCR202101795DM TUDO CONFORME PLANILHA ORÇAMENTÁRIA MEMORIAL DESCRITIVO PROJETO BÁSICO CRONOGRAMA FÍSICOFINANCEIRO E DEMAIS ANEXOS
Pereira Barreto;Em execução  no prazo;MUNICIPAL;745707,77;JOAO CARLOS AVELLAR LTDA;36.482.501/000107;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2022;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO DE OBRAS DE EDIFICAÇÃO DESTINADA AO PROJETO DENOMINADO ESPAÇO SAÚDE NO MUNICÍPIO DE PEREIRA BARRETO INCLUINDO MATERIAL E MÃO OBRA NOS TERMOS DO CONVÊNIO 100896/2022 FIRMADO ENTRE O MUNICÍPIO E O GOVERNO DO ESTADO DE SÃO PAULO POR INTERMÉDIO DA SECRETARIA ESTADUAL DE DESENVOLVIMENTO REGIONAL
Pereira Barreto;Em execução  no prazo;MUNICIPAL;165263,63;ENGEOESP ENGENHARIA E PLANEJAMENTO LTDA;17.883.261/000108;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE REFORMA E ADEQUAÇÃO DAS INSTALAÇÕES DA CEMEI PROF MILHEM CARLOS FARHAT DO CENTRO DE FORMAÇÃO PROFª NILSE GARCIA CARNEIRO E DA EMEI SITIO DO PICA PAU AMARELO INCLUINDO MATERIAIS E MÃO DE OBRA CONFORME MEMORIAL DESCRITIVO PLANILHA ORÇAMENTÁRIA CRONOGRAMA FÍSICO FINANCEIRO E DEMAIS ANEXOS DO EDITAL.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;261666,59;IMPERIO SOLUCOES EM ENGENHARIA LTDA;27.114.017/000126;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE REFORMA E ADEQUAÇÃO DAS INSTALAÇÕES DA CEMEI PROF MILHEM CARLOS FARHAT DO CENTRO DE FORMAÇÃO PROFª NILSE GARCIA CARNEIRO E DA EMEI SITIO DO PICA PAU AMARELO INCLUINDO MATERIAIS E MÃO DE OBRA CONFORME MEMORIAL DESCRITIVO PLANILHA ORÇAMENTÁRIA CRONOGRAMA FÍSICO FINANCEIRO E DEMAIS ANEXOS DO EDITAL.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;53484,9;LUANA GOMES MAGRI PROJETOS E CONSTRUCOES LTDA;31.469.909/000117;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2019;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE SERVIÇOS DE REFORMA E AMPLIAÇÃO DA UNIDADE BÁSICA DE SAÚDE DA ZONA RURAL LOCALIZADA NO ASSENTAMENTO DA FAZENDA ESMERALDA INCLUINDO MATERIAL E MÃODEOBRA CONFORME PLANILHA ORÇAMENTÁRIA MEMORIAL DESCRITIVO PROJETO BÁSICO CRONOGRAMA FÍSICOFINANCEIRO E DEMAIS ANEXOS DESTE EDITAL.
Pereira Barreto;Em execução  no prazo;MUNICIPAL;92000;CONSTRUTORA FRANCO BUENO LTDA;23.890.447/000189;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;2019;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONTINUAÇÃO DOS SERVIÇOS DE REFORMA E AMPLIAÇÃO DO PRÉDIO DO CENTRO DE CONTROLE DE ZOONOSE LOCALIZADA NA RUA BENEDITO JORGE COELHO S/N INCLUINDO MATERIAL E MÃODEOBRA CONFORME PLANILHA ORÇAMENTÁRIA MEMORIAL DESCRITIVO PROJETO BÁSICO CRONOGRAMA FÍSICOFINANCEIRO E DEMAIS ANEXOS DESTE EDITAL.
